initial_FB,initial_BM,id,#FB,#BM,day,exp,FB_type,collagen,plate,change_medium,strain,outlier,medium
10000,0,10000_0,592,0.0,3,6,fat,1,96,0,balb,0,dmem10
40000,0,40000_0,14158,0.0,3,6,fat,1,96,0,balb,0,dmem10
100,100,100_100,87,105.0,7,6,fat,1,96,0,balb,0,dmem10
100,300,100_300,50,129.0,7,6,fat,1,96,0,balb,0,dmem10
100,1000,100_1000,50,359.0,7,6,fat,1,96,0,balb,0,dmem10
100,4000,100_4000,69,792.0,7,6,fat,1,96,0,balb,0,dmem10
100,10000,100_10000,80,1335.0,7,6,fat,1,96,0,balb,0,dmem10
100,40000,100_40000,115,2072.0,7,6,fat,1,96,0,balb,0,dmem10
100,70000,100_70000,104,1444.0,7,6,fat,1,96,0,balb,0,dmem10
300,100,300_100,90,82.0,7,6,fat,1,96,0,balb,0,dmem10
300,300,300_300,99,91.0,7,6,fat,1,96,0,balb,0,dmem10
300,1000,300_1000,124,200.0,7,6,fat,1,96,0,balb,0,dmem10
300,4000,300_4000,113,399.0,7,6,fat,1,96,0,balb,0,dmem10
300,10000,300_10000,134,803.0,7,6,fat,1,96,0,balb,0,dmem10
300,40000,300_40000,90,958.0,7,6,fat,1,96,0,balb,0,dmem10
300,70000,300_70000,118,973.0,7,6,fat,1,96,0,balb,0,dmem10
1000,100,1000_100,281,123.0,7,6,fat,1,96,0,balb,0,dmem10
1000,300,1000_300,400,163.0,7,6,fat,1,96,0,balb,0,dmem10
1000,1000,1000_1000,380,418.0,7,6,fat,1,96,0,balb,0,dmem10
1000,4000,1000_4000,439,950.0,7,6,fat,1,96,0,balb,0,dmem10
1000,10000,1000_10000,241,796.0,7,6,fat,1,96,0,balb,0,dmem10
1000,40000,1000_40000,514,1754.0,7,6,fat,1,96,0,balb,0,dmem10
1000,70000,1000_70000,368,1434.0,7,6,fat,1,96,0,balb,0,dmem10
4000,100,4000_100,1819,356.0,7,6,fat,1,96,0,balb,0,dmem10
4000,300,4000_300,1756,647.0,7,6,fat,1,96,0,balb,0,dmem10
4000,1000,4000_1000,2164,1518.0,7,6,fat,1,96,0,balb,0,dmem10
4000,4000,4000_4000,1971,5190.0,7,6,fat,1,96,0,balb,0,dmem10
4000,10000,4000_10000,1804,8346.0,7,6,fat,1,96,0,balb,0,dmem10
4000,40000,4000_40000,5001,18228.0,7,6,fat,1,96,0,balb,0,dmem10
4000,70000,4000_70000,939,7134.0,7,6,fat,1,96,0,balb,0,dmem10
10000,100,10000_100,6597,406.0,7,6,fat,1,96,0,balb,0,dmem10
10000,300,10000_300,3374,1004.0,7,6,fat,1,96,0,balb,0,dmem10
10000,1000,10000_1000,3233,2270.0,7,6,fat,1,96,0,balb,0,dmem10
10000,4000,10000_4000,6271,7825.0,7,6,fat,1,96,0,balb,0,dmem10
10000,40000,10000_40000,5525,15059.0,7,6,fat,1,96,0,balb,0,dmem10
10000,70000,10000_70000,3171,10645.0,7,6,fat,1,96,0,balb,0,dmem10
40000,100,40000_100,6606,397.0,7,6,fat,1,96,0,balb,0,dmem10
40000,300,40000_300,8549,664.0,7,6,fat,1,96,0,balb,0,dmem10
40000,1000,40000_1000,7595,1146.0,7,6,fat,1,96,0,balb,0,dmem10
40000,4000,40000_4000,2607,1063.0,7,6,fat,1,96,0,balb,0,dmem10
40000,10000,40000_10000,7917,4487.0,7,6,fat,1,96,0,balb,0,dmem10
40000,40000,40000_40000,4244,5356.0,7,6,fat,1,96,0,balb,0,dmem10
40000,70000,40000_70000,2994,3643.0,7,6,fat,1,96,0,balb,0,dmem10
0,100,0_100,0,101.0,7,6,fat,1,96,0,balb,0,dmem10
0,300,0_300,0,132.0,7,6,fat,1,96,0,balb,0,dmem10
0,1000,0_1000,0,385.0,7,6,fat,1,96,0,balb,0,dmem10
0,4000,0_4000,0,468.0,7,6,fat,1,96,0,balb,0,dmem10
0,10000,0_10000,0,699.0,7,6,fat,1,96,0,balb,0,dmem10
0,40000,0_40000,0,1842.0,7,6,fat,1,96,0,balb,0,dmem10
0,70000,0_70000,0,1369.0,7,6,fat,1,96,0,balb,0,dmem10
100,0,100_0,30,0.0,7,6,fat,1,96,0,balb,0,dmem10
300,0,300_0,75,0.0,7,6,fat,1,96,0,balb,0,dmem10
1000,0,1000_0,319,0.0,7,6,fat,1,96,0,balb,0,dmem10
4000,0,4000_0,1186,0.0,7,6,fat,1,96,0,balb,0,dmem10
10000,0,10000_0,3307,0.0,7,6,fat,1,96,0,balb,0,dmem10
40000,0,40000_0,6658,0.0,7,6,fat,1,96,0,balb,0,dmem10
100,100,100_100,100,100.0,0,6,lung,1,96,0,balb,0,dmem10
100,300,100_300,100,300.0,0,6,lung,1,96,0,balb,0,dmem10
100,1000,100_1000,100,1000.0,0,6,lung,1,96,0,balb,0,dmem10
100,4000,100_4000,100,4000.0,0,6,lung,1,96,0,balb,0,dmem10
100,10000,100_10000,100,10000.0,0,6,lung,1,96,0,balb,0,dmem10
100,40000,100_40000,100,40000.0,0,6,lung,1,96,0,balb,0,dmem10
100,70000,100_70000,100,70000.0,0,6,lung,1,96,0,balb,0,dmem10
300,100,300_100,300,100.0,0,6,lung,1,96,0,balb,0,dmem10
300,300,300_300,300,300.0,0,6,lung,1,96,0,balb,0,dmem10
300,1000,300_1000,300,1000.0,0,6,lung,1,96,0,balb,0,dmem10
300,4000,300_4000,300,4000.0,0,6,lung,1,96,0,balb,0,dmem10
300,10000,300_10000,300,10000.0,0,6,lung,1,96,0,balb,0,dmem10
300,40000,300_40000,300,40000.0,0,6,lung,1,96,0,balb,0,dmem10
300,70000,300_70000,300,70000.0,0,6,lung,1,96,0,balb,0,dmem10
1000,100,1000_100,1000,100.0,0,6,lung,1,96,0,balb,0,dmem10
1000,300,1000_300,1000,300.0,0,6,lung,1,96,0,balb,0,dmem10
1000,1000,1000_1000,1000,1000.0,0,6,lung,1,96,0,balb,0,dmem10
1000,4000,1000_4000,1000,4000.0,0,6,lung,1,96,0,balb,0,dmem10
1000,10000,1000_10000,1000,10000.0,0,6,lung,1,96,0,balb,0,dmem10
1000,40000,1000_40000,1000,40000.0,0,6,lung,1,96,0,balb,0,dmem10
1000,70000,1000_70000,1000,70000.0,0,6,lung,1,96,0,balb,0,dmem10
4000,100,4000_100,4000,100.0,0,6,lung,1,96,0,balb,0,dmem10
4000,300,4000_300,4000,300.0,0,6,lung,1,96,0,balb,0,dmem10
4000,1000,4000_1000,4000,1000.0,0,6,lung,1,96,0,balb,0,dmem10
4000,4000,4000_4000,4000,4000.0,0,6,lung,1,96,0,balb,0,dmem10
4000,10000,4000_10000,4000,10000.0,0,6,lung,1,96,0,balb,0,dmem10
4000,40000,4000_40000,4000,40000.0,0,6,lung,1,96,0,balb,0,dmem10
4000,70000,4000_70000,4000,70000.0,0,6,lung,1,96,0,balb,0,dmem10
10000,100,10000_100,10000,100.0,0,6,lung,1,96,0,balb,0,dmem10
10000,300,10000_300,10000,300.0,0,6,lung,1,96,0,balb,0,dmem10
10000,1000,10000_1000,10000,1000.0,0,6,lung,1,96,0,balb,0,dmem10
10000,4000,10000_4000,10000,4000.0,0,6,lung,1,96,0,balb,0,dmem10
10000,10000,10000_10000,10000,10000.0,0,6,lung,1,96,0,balb,0,dmem10
10000,40000,10000_40000,10000,40000.0,0,6,lung,1,96,0,balb,0,dmem10
10000,70000,10000_70000,10000,70000.0,0,6,lung,1,96,0,balb,0,dmem10
40000,100,40000_100,40000,100.0,0,6,lung,1,96,0,balb,0,dmem10
40000,300,40000_300,40000,300.0,0,6,lung,1,96,0,balb,0,dmem10
40000,1000,40000_1000,40000,1000.0,0,6,lung,1,96,0,balb,0,dmem10
40000,4000,40000_4000,40000,4000.0,0,6,lung,1,96,0,balb,0,dmem10
40000,10000,40000_10000,40000,10000.0,0,6,lung,1,96,0,balb,0,dmem10
40000,40000,40000_40000,40000,40000.0,0,6,lung,1,96,0,balb,0,dmem10
40000,70000,40000_70000,40000,70000.0,0,6,lung,1,96,0,balb,0,dmem10
0,100,0_100,0,100.0,0,6,lung,1,96,0,balb,0,dmem10
0,300,0_300,0,300.0,0,6,lung,1,96,0,balb,0,dmem10
0,1000,0_1000,0,1000.0,0,6,lung,1,96,0,balb,0,dmem10
0,4000,0_4000,0,4000.0,0,6,lung,1,96,0,balb,0,dmem10
0,10000,0_10000,0,10000.0,0,6,lung,1,96,0,balb,0,dmem10
0,40000,0_40000,0,40000.0,0,6,lung,1,96,0,balb,0,dmem10
0,70000,0_70000,0,70000.0,0,6,lung,1,96,0,balb,0,dmem10
100,0,100_0,100,0.0,0,6,lung,1,96,0,balb,0,dmem10
300,0,300_0,300,0.0,0,6,lung,1,96,0,balb,0,dmem10
1000,0,1000_0,1000,0.0,0,6,lung,1,96,0,balb,0,dmem10
4000,0,4000_0,4000,0.0,0,6,lung,1,96,0,balb,0,dmem10
10000,0,10000_0,10000,0.0,0,6,lung,1,96,0,balb,0,dmem10
40000,0,40000_0,40000,0.0,0,6,lung,1,96,0,balb,0,dmem10
100,100,100_100,49,106.0,3,6,lung,1,96,0,balb,0,dmem10
100,300,100_300,52,127.0,3,6,lung,1,96,0,balb,0,dmem10
100,1000,100_1000,56,200.0,3,6,lung,1,96,0,balb,0,dmem10
100,4000,100_4000,67,304.0,3,6,lung,1,96,0,balb,0,dmem10
100,10000,100_10000,116,620.0,3,6,lung,1,96,0,balb,0,dmem10
100,40000,100_40000,185,1254.0,3,6,lung,1,96,0,balb,0,dmem10
100,70000,100_70000,232,1053.0,3,6,lung,1,96,0,balb,0,dmem10
300,100,300_100,179,47.0,3,6,lung,1,96,0,balb,0,dmem10
300,300,300_300,142,76.0,3,6,lung,1,96,0,balb,0,dmem10
300,1000,300_1000,83,78.0,3,6,lung,1,96,0,balb,0,dmem10
300,4000,300_4000,89,182.0,3,6,lung,1,96,0,balb,0,dmem10
300,10000,300_10000,93,324.0,3,6,lung,1,96,0,balb,0,dmem10
300,40000,300_40000,155,584.0,3,6,lung,1,96,0,balb,0,dmem10
300,70000,300_70000,215,825.0,3,6,lung,1,96,0,balb,0,dmem10
1000,100,1000_100,643,76.0,3,6,lung,1,96,0,balb,0,dmem10
1000,300,1000_300,534,72.0,3,6,lung,1,96,0,balb,0,dmem10
1000,1000,1000_1000,641,164.0,3,6,lung,1,96,0,balb,0,dmem10
1000,4000,1000_4000,709,434.0,3,6,lung,1,96,0,balb,0,dmem10
1000,10000,1000_10000,867,1114.0,3,6,lung,1,96,0,balb,0,dmem10
1000,40000,1000_40000,639,884.0,3,6,lung,1,96,0,balb,0,dmem10
1000,70000,1000_70000,1411,3195.0,3,6,lung,1,96,0,balb,0,dmem10
4000,100,4000_100,2071,411.0,3,6,lung,1,96,0,balb,0,dmem10
4000,300,4000_300,1841,426.0,3,6,lung,1,96,0,balb,0,dmem10
4000,1000,4000_1000,2624,784.0,3,6,lung,1,96,0,balb,0,dmem10
4000,4000,4000_4000,2734,1435.0,3,6,lung,1,96,0,balb,0,dmem10
4000,10000,4000_10000,4110,3176.0,3,6,lung,1,96,0,balb,0,dmem10
4000,40000,4000_40000,5512,6874.0,3,6,lung,1,96,0,balb,0,dmem10
4000,70000,4000_70000,4884,5108.0,3,6,lung,1,96,0,balb,0,dmem10
10000,100,10000_100,1689,445.0,3,6,lung,1,96,0,balb,0,dmem10
10000,300,10000_300,2522,467.0,3,6,lung,1,96,0,balb,0,dmem10
10000,1000,10000_1000,2163,713.0,3,6,lung,1,96,0,balb,0,dmem10
10000,4000,10000_4000,3049,1628.0,3,6,lung,1,96,0,balb,0,dmem10
10000,10000,10000_10000,3940,3315.0,3,6,lung,1,96,0,balb,0,dmem10
10000,40000,10000_40000,4519,6674.0,3,6,lung,1,96,0,balb,0,dmem10
10000,70000,10000_70000,1122,3085.0,3,6,lung,1,96,0,balb,0,dmem10
40000,100,40000_100,5559,1544.0,3,6,lung,1,96,0,balb,0,dmem10
40000,300,40000_300,6863,1808.0,3,6,lung,1,96,0,balb,0,dmem10
40000,1000,40000_1000,6833,2534.0,3,6,lung,1,96,0,balb,0,dmem10
40000,4000,40000_4000,6707,3153.0,3,6,lung,1,96,0,balb,0,dmem10
40000,10000,40000_10000,7543,4426.0,3,6,lung,1,96,0,balb,0,dmem10
40000,40000,40000_40000,7123,8671.0,3,6,lung,1,96,0,balb,0,dmem10
40000,70000,40000_70000,6477,8115.0,3,6,lung,1,96,0,balb,0,dmem10
0,100,0_100,0,104.0,3,6,lung,1,96,0,balb,0,dmem10
0,300,0_300,0,158.0,3,6,lung,1,96,0,balb,0,dmem10
0,1000,0_1000,0,246.0,3,6,lung,1,96,0,balb,0,dmem10
0,4000,0_4000,0,576.0,3,6,lung,1,96,0,balb,0,dmem10
0,10000,0_10000,0,81.0,3,6,lung,1,96,0,balb,0,dmem10
0,40000,0_40000,0,1101.0,3,6,lung,1,96,0,balb,0,dmem10
0,70000,0_70000,0,1325.0,3,6,lung,1,96,0,balb,0,dmem10
100,0,100_0,35,0.0,3,6,lung,1,96,0,balb,0,dmem10
300,0,300_0,106,0.0,3,6,lung,1,96,0,balb,0,dmem10
1000,0,1000_0,403,0.0,3,6,lung,1,96,0,balb,0,dmem10
4000,0,4000_0,2044,0.0,3,6,lung,1,96,0,balb,0,dmem10
10000,0,10000_0,3550,0.0,3,6,lung,1,96,0,balb,0,dmem10
40000,0,40000_0,7173,0.0,3,6,lung,1,96,0,balb,0,dmem10
100,100,100_100,117,92.0,7,6,lung,1,96,0,balb,0,dmem10
100,300,100_300,80,118.0,7,6,lung,1,96,0,balb,0,dmem10
100,1000,100_1000,87,138.0,7,6,lung,1,96,0,balb,0,dmem10
100,4000,100_4000,94,310.0,7,6,lung,1,96,0,balb,0,dmem10
100,10000,100_10000,87,508.0,7,6,lung,1,96,0,balb,0,dmem10
100,40000,100_40000,393,1087.0,7,6,lung,1,96,0,balb,0,dmem10
100,70000,100_70000,197,925.0,7,6,lung,1,96,0,balb,0,dmem10
300,100,300_100,398,96.0,7,6,lung,1,96,0,balb,0,dmem10
300,300,300_300,387,101.0,7,6,lung,1,96,0,balb,0,dmem10
300,1000,300_1000,354,286.0,7,6,lung,1,96,0,balb,0,dmem10
300,4000,300_4000,661,1216.0,7,6,lung,1,96,0,balb,0,dmem10
300,10000,300_10000,1255,1421.0,7,6,lung,1,96,0,balb,0,dmem10
300,40000,300_40000,1517,1575.0,7,6,lung,1,96,0,balb,0,dmem10
300,70000,300_70000,1729,1822.0,7,6,lung,1,96,0,balb,0,dmem10
1000,100,1000_100,1145,144.0,7,6,lung,1,96,0,balb,0,dmem10
1000,300,1000_300,1036,173.0,7,6,lung,1,96,0,balb,0,dmem10
1000,1000,1000_1000,1086,539.0,7,6,lung,1,96,0,balb,0,dmem10
1000,4000,1000_4000,2468,2645.0,7,6,lung,1,96,0,balb,0,dmem10
1000,10000,1000_10000,1928,2213.0,7,6,lung,1,96,0,balb,0,dmem10
1000,40000,1000_40000,1272,4315.0,7,6,lung,1,96,0,balb,0,dmem10
1000,70000,1000_70000,1516,2399.0,7,6,lung,1,96,0,balb,0,dmem10
4000,100,4000_100,2601,2088.0,7,6,lung,1,96,0,balb,0,dmem10
4000,300,4000_300,2467,1681.0,7,6,lung,1,96,0,balb,0,dmem10
4000,1000,4000_1000,1698,3890.0,7,6,lung,1,96,0,balb,0,dmem10
4000,4000,4000_4000,3015,6113.0,7,6,lung,1,96,0,balb,0,dmem10
4000,10000,4000_10000,3377,6109.0,7,6,lung,1,96,0,balb,0,dmem10
4000,40000,4000_40000,4531,7241.0,7,6,lung,1,96,0,balb,0,dmem10
4000,70000,4000_70000,2996,5448.0,7,6,lung,1,96,0,balb,0,dmem10
10000,100,10000_100,3048,1206.0,7,6,lung,1,96,0,balb,0,dmem10
10000,300,10000_300,2854,1150.0,7,6,lung,1,96,0,balb,0,dmem10
10000,1000,10000_1000,2717,1781.0,7,6,lung,1,96,0,balb,0,dmem10
10000,4000,10000_4000,2181,1982.0,7,6,lung,1,96,0,balb,0,dmem10
10000,10000,10000_10000,7791,7679.0,7,6,lung,1,96,0,balb,0,dmem10
10000,40000,10000_40000,2473,2583.0,7,6,lung,1,96,0,balb,0,dmem10
10000,70000,10000_70000,8801,6054.0,7,6,lung,1,96,0,balb,0,dmem10
40000,100,40000_100,4680,1634.0,7,6,lung,1,96,0,balb,0,dmem10
40000,300,40000_300,4455,1438.0,7,6,lung,1,96,0,balb,0,dmem10
40000,1000,40000_1000,11215,4829.0,7,6,lung,1,96,0,balb,0,dmem10
40000,4000,40000_4000,12114,7120.0,7,6,lung,1,96,0,balb,0,dmem10
40000,10000,40000_10000,8783,5508.0,7,6,lung,1,96,0,balb,0,dmem10
40000,40000,40000_40000,3503,1626.0,7,6,lung,1,96,0,balb,0,dmem10
40000,70000,40000_70000,3682,4227.0,7,6,lung,1,96,0,balb,0,dmem10
0,100,0_100,0,120.0,7,6,lung,1,96,0,balb,0,dmem10
0,300,0_300,0,131.0,7,6,lung,1,96,0,balb,0,dmem10
0,1000,0_1000,0,287.0,7,6,lung,1,96,0,balb,0,dmem10
0,4000,0_4000,0,1551.0,7,6,lung,1,96,0,balb,0,dmem10
0,10000,0_10000,0,2035.0,7,6,lung,1,96,0,balb,0,dmem10
0,40000,0_40000,0,3000.0,7,6,lung,1,96,0,balb,0,dmem10
0,70000,0_70000,0,1550.0,7,6,lung,1,96,0,balb,0,dmem10
100,0,100_0,59,0.0,7,6,lung,1,96,0,balb,0,dmem10
300,0,300_0,389,0.0,7,6,lung,1,96,0,balb,0,dmem10
1000,0,1000_0,1031,0.0,7,6,lung,1,96,0,balb,0,dmem10
4000,0,4000_0,2685,0.0,7,6,lung,1,96,0,balb,0,dmem10
10000,0,10000_0,2392,0.0,7,6,lung,1,96,0,balb,0,dmem10
40000,0,40000_0,4237,0.0,7,6,lung,1,96,0,balb,0,dmem10
100,100,100_100,100,100.0,0,6,nmf,1,96,0,balb,0,dmem10
100,300,100_300,100,300.0,0,6,nmf,1,96,0,balb,0,dmem10
100,1000,100_1000,100,1000.0,0,6,nmf,1,96,0,balb,0,dmem10
100,4000,100_4000,100,4000.0,0,6,nmf,1,96,0,balb,0,dmem10
100,10000,100_10000,100,10000.0,0,6,nmf,1,96,0,balb,0,dmem10
100,40000,100_40000,100,40000.0,0,6,nmf,1,96,0,balb,0,dmem10
100,70000,100_70000,100,70000.0,0,6,nmf,1,96,0,balb,0,dmem10
300,100,300_100,300,100.0,0,6,nmf,1,96,0,balb,0,dmem10
300,300,300_300,300,300.0,0,6,nmf,1,96,0,balb,0,dmem10
300,1000,300_1000,300,1000.0,0,6,nmf,1,96,0,balb,0,dmem10
300,4000,300_4000,300,4000.0,0,6,nmf,1,96,0,balb,0,dmem10
300,10000,300_10000,300,10000.0,0,6,nmf,1,96,0,balb,0,dmem10
300,40000,300_40000,300,40000.0,0,6,nmf,1,96,0,balb,0,dmem10
300,70000,300_70000,300,70000.0,0,6,nmf,1,96,0,balb,0,dmem10
1000,100,1000_100,1000,100.0,0,6,nmf,1,96,0,balb,0,dmem10
1000,300,1000_300,1000,300.0,0,6,nmf,1,96,0,balb,0,dmem10
1000,1000,1000_1000,1000,1000.0,0,6,nmf,1,96,0,balb,0,dmem10
1000,4000,1000_4000,1000,4000.0,0,6,nmf,1,96,0,balb,0,dmem10
1000,10000,1000_10000,1000,10000.0,0,6,nmf,1,96,0,balb,0,dmem10
1000,40000,1000_40000,1000,40000.0,0,6,nmf,1,96,0,balb,0,dmem10
1000,70000,1000_70000,1000,70000.0,0,6,nmf,1,96,0,balb,0,dmem10
4000,100,4000_100,4000,100.0,0,6,nmf,1,96,0,balb,0,dmem10
4000,300,4000_300,4000,300.0,0,6,nmf,1,96,0,balb,0,dmem10
4000,1000,4000_1000,4000,1000.0,0,6,nmf,1,96,0,balb,0,dmem10
4000,4000,4000_4000,4000,4000.0,0,6,nmf,1,96,0,balb,0,dmem10
4000,10000,4000_10000,4000,10000.0,0,6,nmf,1,96,0,balb,0,dmem10
4000,40000,4000_40000,4000,40000.0,0,6,nmf,1,96,0,balb,0,dmem10
4000,70000,4000_70000,4000,70000.0,0,6,nmf,1,96,0,balb,0,dmem10
10000,100,10000_100,10000,100.0,0,6,nmf,1,96,0,balb,0,dmem10
10000,300,10000_300,10000,300.0,0,6,nmf,1,96,0,balb,0,dmem10
10000,1000,10000_1000,10000,1000.0,0,6,nmf,1,96,0,balb,0,dmem10
10000,4000,10000_4000,10000,4000.0,0,6,nmf,1,96,0,balb,0,dmem10
10000,10000,10000_10000,10000,10000.0,0,6,nmf,1,96,0,balb,0,dmem10
10000,40000,10000_40000,10000,40000.0,0,6,nmf,1,96,0,balb,0,dmem10
10000,70000,10000_70000,10000,70000.0,0,6,nmf,1,96,0,balb,0,dmem10
40000,70000,40000_70000,40000,70000.0,0,6,nmf,1,96,0,balb,0,dmem10
0,100,0_100,0,100.0,0,6,nmf,1,96,0,balb,0,dmem10
0,300,0_300,0,300.0,0,6,nmf,1,96,0,balb,0,dmem10
0,1000,0_1000,0,1000.0,0,6,nmf,1,96,0,balb,0,dmem10
0,4000,0_4000,0,4000.0,0,6,nmf,1,96,0,balb,0,dmem10
0,10000,0_10000,0,10000.0,0,6,nmf,1,96,0,balb,0,dmem10
0,40000,0_40000,0,40000.0,0,6,nmf,1,96,0,balb,0,dmem10
0,70000,0_70000,0,70000.0,0,6,nmf,1,96,0,balb,0,dmem10
100,0,100_0,100,0.0,0,6,nmf,1,96,0,balb,0,dmem10
300,0,300_0,300,0.0,0,6,nmf,1,96,0,balb,0,dmem10
1000,0,1000_0,1000,0.0,0,6,nmf,1,96,0,balb,0,dmem10
4000,0,4000_0,4000,0.0,0,6,nmf,1,96,0,balb,0,dmem10
10000,0,10000_0,10000,0.0,0,6,nmf,1,96,0,balb,0,dmem10
40000,0,40000_0,40000,0.0,0,6,nmf,1,96,0,balb,0,dmem10
100,100,100_100,51,91.0,3,6,nmf,1,96,0,balb,0,dmem10
100,300,100_300,56,128.0,3,6,nmf,1,96,0,balb,0,dmem10
100,1000,100_1000,72,238.0,3,6,nmf,1,96,0,balb,0,dmem10
100,4000,100_4000,35,230.0,3,6,nmf,1,96,0,balb,0,dmem10
100,10000,100_10000,34,416.0,3,6,nmf,1,96,0,balb,0,dmem10
100,40000,100_40000,81,872.0,3,6,nmf,1,96,0,balb,0,dmem10
100,70000,100_70000,57,1009.0,3,6,nmf,1,96,0,balb,0,dmem10
300,100,300_100,124,59.0,3,6,nmf,1,96,0,balb,0,dmem10
300,300,300_300,112,78.0,3,6,nmf,1,96,0,balb,0,dmem10
300,1000,300_1000,123,122.0,3,6,nmf,1,96,0,balb,0,dmem10
300,4000,300_4000,98,208.0,3,6,nmf,1,96,0,balb,0,dmem10
300,10000,300_10000,76,505.0,3,6,nmf,1,96,0,balb,0,dmem10
300,40000,300_40000,86,887.0,3,6,nmf,1,96,0,balb,0,dmem10
300,70000,300_70000,98,886.0,3,6,nmf,1,96,0,balb,0,dmem10
1000,100,1000_100,205,67.0,3,6,nmf,1,96,0,balb,0,dmem10
1000,300,1000_300,228,81.0,3,6,nmf,1,96,0,balb,0,dmem10
1000,1000,1000_1000,200,78.0,3,6,nmf,1,96,0,balb,0,dmem10
1000,4000,1000_4000,221,99.0,3,6,nmf,1,96,0,balb,0,dmem10
1000,10000,1000_10000,125,182.0,3,6,nmf,1,96,0,balb,0,dmem10
1000,40000,1000_40000,171,397.0,3,6,nmf,1,96,0,balb,0,dmem10
1000,70000,1000_70000,154,366.0,3,6,nmf,1,96,0,balb,0,dmem10
4000,100,4000_100,1825,226.0,3,6,nmf,1,96,0,balb,0,dmem10
4000,300,4000_300,1781,269.0,3,6,nmf,1,96,0,balb,0,dmem10
4000,1000,4000_1000,1704,324.0,3,6,nmf,1,96,0,balb,0,dmem10
4000,4000,4000_4000,1928,558.0,3,6,nmf,1,96,0,balb,0,dmem10
4000,10000,4000_10000,2074,1365.0,3,6,nmf,1,96,0,balb,0,dmem10
4000,40000,4000_40000,1314,2860.0,3,6,nmf,1,96,0,balb,0,dmem10
4000,70000,4000_70000,1700,3565.0,3,6,nmf,1,96,0,balb,0,dmem10
10000,100,10000_100,4583,383.0,3,6,nmf,1,96,0,balb,0,dmem10
10000,300,10000_300,4497,367.0,3,6,nmf,1,96,0,balb,0,dmem10
10000,1000,10000_1000,4618,497.0,3,6,nmf,1,96,0,balb,0,dmem10
10000,4000,10000_4000,5201,999.0,3,6,nmf,1,96,0,balb,0,dmem10
10000,10000,10000_10000,5678,2459.0,3,6,nmf,1,96,0,balb,0,dmem10
10000,40000,10000_40000,4536,5361.0,3,6,nmf,1,96,0,balb,0,dmem10
10000,70000,10000_70000,4989,4800.0,3,6,nmf,1,96,0,balb,0,dmem10
40000,70000,40000_70000,11450,8004.0,3,6,nmf,1,96,0,balb,0,dmem10
0,100,0_100,0,110.0,3,6,nmf,1,96,0,balb,0,dmem10
0,300,0_300,0,101.0,3,6,nmf,1,96,0,balb,0,dmem10
0,1000,0_1000,0,186.0,3,6,nmf,1,96,0,balb,0,dmem10
0,4000,0_4000,0,384.0,3,6,nmf,1,96,0,balb,0,dmem10
0,10000,0_10000,0,1499.0,3,6,nmf,1,96,0,balb,0,dmem10
0,40000,0_40000,0,792.0,3,6,nmf,1,96,0,balb,0,dmem10
0,70000,0_70000,0,814.0,3,6,nmf,1,96,0,balb,0,dmem10
100,0,100_0,34,0.0,3,6,nmf,1,96,0,balb,0,dmem10
300,0,300_0,157,0.0,3,6,nmf,1,96,0,balb,0,dmem10
1000,0,1000_0,230,0.0,3,6,nmf,1,96,0,balb,0,dmem10
4000,0,4000_0,1648,0.0,3,6,nmf,1,96,0,balb,0,dmem10
10000,0,10000_0,4290,0.0,3,6,nmf,1,96,0,balb,0,dmem10
40000,0,40000_0,11028,0.0,3,6,nmf,1,96,0,balb,0,dmem10
100,100,100_100,108,108.0,7,6,nmf,1,96,0,balb,0,dmem10
100,300,100_300,94,167.0,7,6,nmf,1,96,0,balb,0,dmem10
100,1000,100_1000,105,317.0,7,6,nmf,1,96,0,balb,0,dmem10
100,4000,100_4000,108,654.0,7,6,nmf,1,96,0,balb,0,dmem10
100,10000,100_10000,128,1062.0,7,6,nmf,1,96,0,balb,0,dmem10
100,40000,100_40000,414,981.0,7,6,nmf,1,96,0,balb,0,dmem10
100,70000,100_70000,166,1422.0,7,6,nmf,1,96,0,balb,0,dmem10
300,100,300_100,116,49.0,7,6,nmf,1,96,0,balb,0,dmem10
300,300,300_300,147,82.0,7,6,nmf,1,96,0,balb,0,dmem10
300,1000,300_1000,115,119.0,7,6,nmf,1,96,0,balb,0,dmem10
300,4000,300_4000,105,228.0,7,6,nmf,1,96,0,balb,0,dmem10
300,10000,300_10000,169,424.0,7,6,nmf,1,96,0,balb,0,dmem10
300,40000,300_40000,250,635.0,7,6,nmf,1,96,0,balb,0,dmem10
300,70000,300_70000,290,790.0,7,6,nmf,1,96,0,balb,0,dmem10
1000,100,1000_100,614,64.0,7,6,nmf,1,96,0,balb,0,dmem10
1000,300,1000_300,859,116.0,7,6,nmf,1,96,0,balb,0,dmem10
1000,1000,1000_1000,909,229.0,7,6,nmf,1,96,0,balb,0,dmem10
1000,4000,1000_4000,901,453.0,7,6,nmf,1,96,0,balb,0,dmem10
1000,10000,1000_10000,1083,691.0,7,6,nmf,1,96,0,balb,0,dmem10
1000,40000,1000_40000,438,1466.0,7,6,nmf,1,96,0,balb,0,dmem10
1000,70000,1000_70000,567,1675.0,7,6,nmf,1,96,0,balb,0,dmem10
4000,100,4000_100,3918,352.0,7,6,nmf,1,96,0,balb,0,dmem10
4000,300,4000_300,3394,323.0,7,6,nmf,1,96,0,balb,0,dmem10
